title,url,issuer_name,issuer_level,region_code,category,application_start,application_end,amount,subsidy_rate,published_at,fetched_at
民間医療機関向け補助金概要|事業主の方へ|東京都保健医療局,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T08:49:30.215604+00:00
健康・医療,https://www.metro.tokyo.lg.jp/kurashi/kenko-iryo?utm_source=search&utm_medium=internal&utm_id=sidebar,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T08:49:30.220664+00:00
高齢者・福祉,https://www.metro.tokyo.lg.jp/kurashi/fukushi?utm_source=search&utm_medium=internal&utm_id=sidebar,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T08:49:30.220711+00:00
助成・補助金,https://www.metro.tokyo.lg.jp/purpose/grant?utm_source=search&utm_medium=internal&utm_id=sidebar,東京都保健医療局,agency,13,other,,,,,,2025-08-27T08:49:30.220884+00:00
公募・募集,https://www.metro.tokyo.lg.jp/purpose/opencall?utm_source=search&utm_medium=internal&utm_id=sidebar,東京都保健医療局,agency,13,other,,,,,,2025-08-27T08:49:30.220959+00:00
意見募集,https://www.metro.tokyo.lg.jp/purpose/opinion?utm_source=search&utm_medium=internal&utm_id=sidebar,東京都保健医療局,agency,13,other,,,,,,2025-08-27T08:49:30.220988+00:00
保健医療局,https://www.hokeniryo.metro.tokyo.lg.jp/?utm_source=search&utm_medium=internal&utm_id=sidebar,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T08:49:30.221195+00:00
助成・給付金・融資,https://www.metro.tokyo.lg.jp/search?keyword=&category=163887,東京都保健医療局,agency,13,other,,,,,,2025-08-27T08:49:30.221426+00:00
事業者募集,https://www.metro.tokyo.lg.jp/search?keyword=&category=163893,東京都保健医療局,agency,13,other,,,,,,2025-08-27T08:49:30.221470+00:00
みんなの医療・健康情報チャンネル,https://www.my.metro.tokyo.lg.jp/channel/ch_medical?utm_source=search&utm_medium=internal&utm_id=sidebar,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T08:49:30.221742+00:00
医療・介護・福祉で働くチャンネル,https://www.my.metro.tokyo.lg.jp/channel/ch_welfare-careers?utm_source=search&utm_medium=internal&utm_id=sidebar,東京都保健医療局,agency,13,care,,,,,,2025-08-27T08:49:30.221789+00:00
働くひと応援チャンネル,https://www.my.metro.tokyo.lg.jp/channel/ch_workers?utm_source=search&utm_medium=internal&utm_id=sidebar,東京都保健医療局,agency,13,care,,,,,,2025-08-27T08:49:30.221818+00:00
IT・スマートライフチャンネル,https://www.my.metro.tokyo.lg.jp/channel/ch_smartlife?utm_source=search&utm_medium=internal&utm_id=sidebar,東京都保健医療局,agency,13,dx,,,,,,2025-08-27T08:49:30.221861+00:00
健康・医療,https://www.my.metro.tokyo.lg.jp/search/?category=187586&utm_source=search&utm_medium=internal&utm_id=sidebar,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T08:49:30.222071+00:00
高齢者・福祉,https://www.my.metro.tokyo.lg.jp/search/?category=187589&utm_source=search&utm_medium=internal&utm_id=sidebar,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T08:49:30.222099+00:00
助成・給付金・融資,https://www.my.metro.tokyo.lg.jp/business/search/?category=188508&utm_source=search&utm_medium=internal&utm_id=sidebar,東京都保健医療局,agency,13,other,,,,,,2025-08-27T08:49:30.222272+00:00
事業者募集,https://www.my.metro.tokyo.lg.jp/business/search/?category=188514&utm_source=search&utm_medium=internal&utm_id=sidebar,東京都保健医療局,agency,13,other,,,,,,2025-08-27T08:49:30.222310+00:00
保健医療局の分野別,https://www.hokeniryo.metro.tokyo.lg.jp/field,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T08:49:30.222480+00:00
献血・移植医療,https://www.hokeniryo.metro.tokyo.lg.jp/kenkou/k_isyoku,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T08:49:30.223894+00:00
医療政策,https://www.hokeniryo.metro.tokyo.lg.jp/iryo,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T08:49:30.223966+00:00
医療政策 トップ,https://www.hokeniryo.metro.tokyo.lg.jp/iryo,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T08:49:30.223989+00:00
医療・保健施策,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T08:49:30.224014+00:00
救急・災害医療,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/kyuukyuu,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T08:49:30.224044+00:00
その他の医療対策,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/sonota,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T08:49:30.224069+00:00
医療助成,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/josei,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T08:49:30.224097+00:00
病院管理,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/kanri,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T08:49:30.224122+00:00
医療法人の設立・運営,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/hojin,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T08:49:30.224146+00:00
医療機関の方へ,https://www.hokeniryo.metro.tokyo.lg.jp/kansen/iryokikan,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T08:49:30.224273+00:00
大気汚染医療費助成制度のご案内,https://www.hokeniryo.metro.tokyo.lg.jp/kankyo/kankyo-eisei,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T08:49:30.224377+00:00
保健・医療を支える体制づくり,https://www.hokeniryo.metro.tokyo.lg.jp/kiban,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T08:49:30.224488+00:00
保健・医療を支える体制づくり トップ,https://www.hokeniryo.metro.tokyo.lg.jp/kiban,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T08:49:30.224511+00:00
都立病院,https://www.hokeniryo.metro.tokyo.lg.jp/kiban/byouin,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T08:49:30.224537+00:00
保健医療局トップ,https://www.hokeniryo.metro.tokyo.lg.jp/index.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T08:49:30.224609+00:00
